"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"bg","15.05","17.62","18.60","132.0K","-4.8%","-3.6%","1.44B","82.0M","17.6M","0.38","2.16%","none","16.25","none","0.76","none","5.33","1.08","none","none","none","564.0M","83.0M","none","3.8%","Dec 31","none","none","none","7.93%","1.18","2.47","0","270.0K","1.5%","384.0K","0.94","286.0K"
