"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"smmf.ob","17.75","23.25","24.50","0.06","318","0","+28.3%","+72.0%","40.8M","1.75M","1.40M","0.70","3.01%","24.18","2.44","0.82","21.15","6.08","0.96","9.51","1.10","37.1M","none","4.29M","11.6%","Dec 31","none","none","0.88%","10.60%","none","0","185.1M","none"
