"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"swmay","34.625","50.30","53.40","0.06","2,364","2,000","+40.7%","+88.7%","1.80B","35.7M","31.1M","none","none","11.65","3.02","0.69","33.61","5.11","4.32","16.66","1.50","1.25B","219.0M","112.0M","9.2%","15.2%","Dec 31","none","7.27%","26.33%","1.87","1.40","182.4M","3,000","0.0%","4,000","1.50","2,000","1"
