"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"maht.ob","1.10","1.25","3.75","14.6K","14.0K","-38.1%","-29.0%","19.4M","15.5M","5.40M","none","none","-0.03","-0.03","-0.02","0","0.01","none","none","2,942.50","2,000","-142.0K","-142.0K","none","none","July 31","none","none","-129.31%","none","0.47","none","30.0K","none"
