"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rsg","13.00","16.38","20.90","0.64","505.5K","330.0K","+21.3%","+62.7%","2.78B","169.7M","100.1M","none","none","10.29","1.28","0.33","12.92","0.05","1.59","12.75","1.27","2.22B","633.2M","221.1M","9.9%","19.6%","Dec 31","none","none","6.10%","13.04%","0.55","0.83","0","987.0K","1.0%","1.44M","1.89","522.0K"
