"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"gp","22.625","27.76","37.65","1.25","1.56M","1.23M","+7.3%","+43.9%","6.32B","227.6M","154.8M","0.50","1.80%","23.83","-2.26","-0.80","114.18","0.22","1.17","none","0.24","24.9B","2.23B","-476.0M","-1.9%","-0.8%","Dec 30","none","none","-1.88%","-9.26%","1.16","2.81","0","12.5M","8.1%","11.4M","8.01","1.56M"
