"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tar","7.35","10.00","20.89","9,727","11.0K","-31.8%","-21.8%","1.75B","174.6M","5.89M","none","15.51","1.24","0.49","15.50","0.15","0.65","8.06","0.65","3.17B","717.4M","246.1M","7.7%","22.7%","Sep 30","none","3.54%","7.50%","0.49","0.82","26.0M","468.0K","7.9%","473.0K","46.80","10.0K","1"
