"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"atel.ob","0.05","0.08","0.906","15.4K","11.0K","-11.1%","+6.3%","2.67M","33.4M","20.0M","none","none","-0.03","-0.03","-0.00","none","none","none","none","none","0","-811.0K","-872.0K","none","none","Dec 31","none","none","-448.71%","none","none","none","none","none"
