"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"gorx","0.66","1.35","8.00","9,682","26.0K","-53.0%","-43.7%","9.48M","7.03M","2.20M","none","none","0.65","-4.62","-0.06","1.05","0.37","2.09","none","1.28","5.80M","-24.4M","-24.9M","none","none","Mar 31","none","-319.88%","-928.91%","2.50","0.34","2.58M","0","3,000","10.0K"
