"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"db","42.00","55.40","98.00","0.98","43.1K","48.0K","-31.8%","-8.6%","34.0B","614.6M","608.5M","none","none","61.84","5.16","2.04","64.95","20.26","0.90","10.73","0.85","41.0B","none","3.26B","7.9%","Dec 31","none","0.37%","10.92%","none","0.38","12.4B","none","1"
