"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"kub","53.00","63.00","83.10","0.61","455","0","-6.0%","+26.1%","4.44B","70.5M","69.8M","none","none","50.40","3.40","1.23","104.57","9.38","1.25","18.51","0.60","8.12B","711.5M","256.1M","3.1%","4.3%","Mar 31","none","2.42%","7.11%","1.35","1.03","661.4M","3,000","0.0%","4,000","0","2"
