"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"lts","0.70","1.70","3.20","1,636","1,000","-4.5%","+9.6%","62.9M","37.0M","5.90M","none","none","1.06","-0.06","-0.07","2.17","0.11","1.61","none","0.78","78.3M","-903.0K","-2.18M","-2.8%","-3.7%","Dec 31","none","-2.30%","-4.91%","none","0.45","4.54M","none"
