"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"slmc","9.50","17.49","22.00","244.7K","90.0K","+36.7%","+63.5%","792.8M","45.3M","1.40M","none","none","4.51","none","0.13","none","0.31","3.87","none","none","none","99.8M","6.34M","none","7.8%","Dec 31","none","none","none","3.10%","1.98","1.44","27.2M","257.0K","18.4%","91.0K","1.16","221.0K"
