"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"nbg","4.25","5.71","8.05","7,000","9,000","-27.5%","-2.8%","6.18B","1.08B","639.0M","none","none","0.31","none","none","none","none","18.24","none","none","none","none","none","Dec 31","none","none","none","none","none","none","115.0K","0.0%","114.0K","23.00","5,000","0.2"
