"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"iusa","2.00","4.80","6.83","1.00","140.0K","299.0K","+32.4%","+77.6%","242.7M","50.6M","20.7M","none","1.87","none","0","none","0.54","2.57","none","none","none","none","234.0K","none","none","Dec 31","none","none","none","0.25%","1.27","2.56","0","97.0K","0.5%","92.0K","1.47","66.0K"
