"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ubsc","10.15","10.30","14.875","0.40","545","1,000","-15.1%","+13.9%","24.7M","2.40M","1.60M","none","11.03","1.04","0.27","11.28","10.08","0.93","9.90","0.91","29.9M","none","2.73M","9.1%","Dec 31","none","none","0.70%","11.15%","none","0","0","1,000","0.1%","1,000","1.00","1,000"
