"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"urix.ob","0.01","0.12","0.30","1.29","9,773","10.0K","+53.8%","+106.3%","5.88M","49.0M","12.2M","none","-0.02","-0.12","-0.01","none","0.03","none","none","none","0","-2.64M","-2.64M","none","none","Dec 31","none","-55.95%","none","4.83","none","1.35M","0","10.0K","18.0K"
