"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"eprs","0.47","0.97","5.188","206.5K","134.0K","-67.3%","-56.2%","22.4M","23.1M","16.8M","none","none","2.44","-1.12","-0.31","0.70","2.33","0.40","none","1.38","17.1M","-26.2M","-27.1M","none","none","Dec 31","none","none","-35.57%","-39.69%","8.47","0.00","47.9M","201.0K","1.2%","198.0K","1.16","173.0K"
