"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sui","29.375","37.50","38.05","0.13","44.7K","35.0K","+24.7%","+67.3%","656.0M","17.5M","8.40M","2.20","5.87%","none","18.93","2.00","0.45","8.78","0.44","1.98","18.78","4.27","153.0M","106.1M","34.8M","29.4%","28.2%","Dec 31","none","none","4.68%","10.42%","none","1.40","0","134.0K","1.6%","128.0K","3.72","36.0K"
