"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"drooy","0.563","1.31","1.46","-0.32","699.0K","608.0K","+55.2%","+108.1%","80.8M","61.7M","22.2M","none","none","none","-0.19","none","none","none","none","none","none","none","none","none","none","none","June 30","none","none","none","none","none","none","24.0K","0.1%","1,000","0.05","442.0K","1"
