"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pcx","25.10","27.70","28.19","309.0K","7.09B","256.1M","35.9M","none","none","11.70","3.81","1.03","25.13","1.81","2.37","7.27","1.10","6.47B","2.08B","983.6M","15.2%","23.3%","Dec 31","none","18.07%","38.87%","1.32","0.19","463.6M","none"
