"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"dlnk.ob","0.02","0.03","0.422","220.2K","549.0K","-84.2%","-81.1%","4.62M","154.0M","41.6M","none","none","-0.01","0","-0.01","none","0.00","none","none","none","0","none","0","none","none","Dec 31","none","0.00%","none","0.26","0.24","173.0K","none"
