"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sivb","15.85","23.44","49.00","1.15","526.1K","687.0K","-46.4%","-28.1%","1.14B","48.4M","34.4M","none","13.50","2.53","0.48","7.52","8.33","1.74","9.27","3.12","380.6M","none","128.1M","33.7%","Dec 31","none","2.48%","21.82%","none","0","404.1M","4.99M","14.5%","4.24M","10.68","467.0K"
