"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"roeb.ob","12.75","16.50","17.50","91","0","+22.2%","+63.9%","7.03M","426.0K","100.0K","none","none","13.64","1.02","0.22","10.17","6.01","1.21","16.22","1.62","4.25M","none","424.0K","10.0%","Sep 30","none","0.69%","7.59%","none","0","2.56M","none"
