"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ave","64.05","73.15","87.50","0.38","173.6K","236.0K","+2.8%","+37.9%","57.5B","785.9M","668.0M","none","none","13.27","0.28","0.47","26.25","none","5.51","262.19","2.79","20.6B","2.03B","221.3M","1.6%","6.6%","Dec 31","none","0.89%","2.12%","0.92","1.10","none","442.0K","0.1%","376.0K","3.30","134.0K","1"
