"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"pc","9.00","10.60","19.00","148.3K","217.0K","-25.0%","+0.6%","825.7M","77.9M","67.0M","0.15","1.42%","none","36.70","2.96","1.98","8.26","4.03","0.29","3.58","1.28","1.48B","609.3M","361.2M","24.8%","25.8%","Dec 31","none","6.80%","13.37%","0.99","0.79","322.2M","514.0K","0.8%","674.0K","5.78","89.0K","1"
