"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fitb","53.30","56.42","60.15","1.86M","32.6B","577.9M","462.3M","none","none","12.81","1.77","0.47","8.48","2.50","4.40","31.88","6.66","4.98B","none","1.03B","20.8%","Dec 31","none","1.49%","15.12%","none","0.94","1.45B","6.44M","1.4%","1,000","3.43","1.87M"
