"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"vdm","22.75","24.46","26.40","22.0K","915.8M","37.4M","31.8M","none","none","14.59","2.47","0.96","9.72","0.61","1.68","9.91","2.52","361.5M","195.4M","91.6M","35.9%","49.4%","Dec 31","none","4.67%","16.76%","none","0.31","22.9M","none","1"
