"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"kent","3.063","3.92","4.50","0.20","455","1,000","+4.5%","+40.2%","6.72M","1.72M","700.0K","none","6.76","none","-0.38","none","2.34","0.58","none","none","none","-656.0K","-650.0K","none","-45.4%","Dec 31","none","none","none","-5.60%","none","0.06","3.68M","0","0","0"
