"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"cmek.ob","0.062","0.08","0.375","364","1,000","-78.7%","-71.4%","288.0K","3.60M","2.70M","none","none","0.05","-0.00","0","none","0.05","1.50","none","none","0","-15.0K","-8,000","none","none","Dec 31","none","none","-4.11%","-4.09%","none","0","191.0K","none"
