"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"dear","7.56","12.05","12.63","-0.06","3,364","1,000","+59.4%","+113.8%","28.1M","2.33M","1.50M","none","12.06","0.60","0.17","6.13","1.70","1.00","20.02","1.97","14.5M","none","1.42M","9.8%","Dec 31","none","none","0.74%","5.07%","none","0.02","9.27M","0","0","6,000"
