"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"hana","1.22","1.84","4.75","20.4K","10.0K","-60.8%","-47.4%","485.8M","264.0M","200.6M","none","none","4.54","-0.94","-0.19","1.86","1.12","0.41","none","0.99","478.5M","-39.6M","-239.9M","-50.4%","-41.1%","Dec 31","none","-9.52%","-18.34%","0.79","0.81","294.6M","0","1,000","54.0K","1"
