"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"iog","22.25","29.30","34.10","10.8K","6,000","-0.7%","+33.2%","3.29B","112.3M","99.9M","none","none","7.88","2.84","4.68","50.09","3.12","3.72","10.33","0.58","5.61B","402.9M","315.6M","5.6%","7.2%","Mar 31","none","6.70%","76.14%","1.67","1.99","350.5M","2,000","0.0%","2,000","0.15","13.0K","1"
