"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"wlc","8.45","13.80","17.25","-0.46","1,500","0","+45.3%","+94.8%","16.0M","1.16M","300.0K","0.40","2.90%","6.43","0.97","0.27","16.38","0.56","2.14","14.20","0.84","19.4M","2.33M","1.15M","5.9%","8.2%","June 30","none","9.24%","16.16%","2.06","0.07","653.0K","11.0K","3.7%","11.0K","0"
