"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rbcaa","5.50","12.23","14.82","0.07","11.6K","5,000","+90.0%","+154.8%","198.6M","16.2M","7.20M","0.18","1.44%","none","7.70","0.95","0.22","7.07","3.70","1.59","12.83","1.73","121.4M","none","16.1M","13.3%","Dec 31","none","1.07%","13.74%","none","0","59.2M","17.0K","0.2%","15.0K","0.94","18.0K"
