"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"kasp.ob","0.031","0.20","0.74","-0.37","44.2K","17.0K","-28.8%","-4.6%","1.36M","6.80M","2.50M","none","none","11.61","-5.41","-2.04","63.13","0.48","0.02","none","0.00","429.3M","7.58M","-36.8M","-8.6%","-1.0%","Dec 30","none","-10.58%","-37.42%","0.57","2.20","3.28M","0","4,000","29.0K"
