"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gcrx.ob","0.78","3.60","3.90","-0.01","6,500","13.0K","+246.2%","+364.2%","26.4M","7.34M","4.60M","none","5.44","1.51","0.06","25.14","8.79","0.66","2.39","0.14","249.2M","39.2M","15.1M","6.1%","13.3%","Sep 30","none","8.25%","53.04%","2.19","2.79","59.2M","58.0K","1.3%","58.0K","0"
