"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"rita","2.49","3.00","12.375","56.2K","28.0K","-74.5%","-65.8%","43.2M","14.4M","7.90M","none","none","2.64","-0.86","-0.21","0.97","2.31","1.14","none","3.10","13.8M","-10.0M","-12.3M","-88.8%","none","Dec 31","none","none","-27.28%","-29.57%","12.76","0.01","27.0M","0","5,000","161.0K"
