"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"king.ob","0.02","0.05","0.08","160.0K","0.0%","+1.2%","1.75M","34.9M","5.20M","none","-0.03","-0.36","-0.01","none","none","none","none","none","0","-12.4M","-12.5M","none","none","Oct 31","none","-512.54%","-714.40%","none","none","none","none"
