"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"uvsp.ob","21.50","35.00","35.65","-0.18","2,591","3,000","+62.8%","+118.3%","249.6M","7.13M","6.20M","0.84","2.40%","16.61","2.53","0.68","none","5.98","2.11","13.81","none","none","none","18.3M","none","Dec 31","none","none","1.53%","15.92%","none","0.20","0","none"
