"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pzb","13.75","19.25","25.31","139.0K","92.0K","+36.3%","+82.8%","996.5M","51.8M","39.3M","0.10","0.52%","none","9.53","none","0.17","none","1.82","2.02","none","none","none","184.9M","9.15M","none","-0.2%","Dec 31","none","none","none","1.86%","0.93","0.83","0","525.0K","1.3%","593.0K","3.83","137.0K"
