"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"edp","22.89","23.80","34.313","0.26","1,045","1,000","-10.0%","+20.7%","7.14B","300.0M","189.0M","none","none","17.69","1.50","0.32","14.59","0.26","1.35","15.88","1.63","4.38B","1.16B","449.7M","9.4%","13.8%","Dec 31","none","3.04%","8.16%","0.76","0.94","77.1M","47.0K","0.0%","44.0K","47.00","1,000","1"
