"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"weg","28.05","40.51","42.49","31.0K","22.0K","+21.8%","+45.7%","460.2M","11.4M","4.00M","2.31","5.70%","none","20.15","none","0.49","none","3.34","2.01","none","none","none","33.0M","5.66M","none","28.7%","Dec 31","none","none","none","2.48%","1.49","0.52","0","16.0K","0.4%","23.0K","0.41","39.0K"
