"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"amfh","17.688","25.38","27.33","113.7K","58.0K","+41.0%","+89.1%","565.3M","22.3M","18.7M","0.66","2.60%","none","19.34","1.28","0.34","5.42","0.88","1.31","19.83","4.68","124.5M","none","29.3M","23.5%","49.8%","Dec 31","none","none","1.55%","6.10%","none","none","0","687.0K","3.7%","388.0K","4.35","158.0K"
