"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"qxlc","0.75","1.07","11.875","14.8K","8,000","-89.9%","-86.5%","14.6M","13.7M","6.30M","none","2.49","-11.59","-0.97","1.18","1.46","0.43","none","0.91","21.9M","-183.3M","-202.2M","none","none","Mar 31","none","-85.72%","-95.53%","2.43","0.12","35.3M","1,000","0.0%","2,000","0.04","25.0K","1"
