"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hafc","8.408","13.50","20.00","0.16","9,955","6,000","+53.8%","+106.2%","169.0M","12.5M","8.00M","none","7.65","1.38","0.35","6.62","4.88","1.76","9.79","2.04","81.0M","none","16.8M","20.8%","Dec 31","none","none","1.62%","19.00%","none","0","56.8M","12.0K","0.1%","0","1.00","12.0K"
