"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bsb","13.50","16.15","19.80","0.57","33.7K","28.0K","+12.8%","+51.3%","1.85B","114.5M","10.3M","none","none","none","1.13","0.28","none","none","none","14.28","none","none","none","129.5M","none","Dec 31","none","none","1.81%","23.27%","none","none","0","237.0K","2.3%","149.0K","7.41","32.0K","22"
