"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"bari","12.50","17.302","19.58","0.34","9,591","11.0K","+28.2%","+71.9%","64.7M","3.74M","2.00M","0.48","2.77%","none","15.06","1.60","0.40","14.40","7.85","1.15","10.80","1.20","55.9M","none","6.21M","11.1%","Dec 31","none","none","0.81%","11.51%","none","0","0","0","1,000","14.0K"
