"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"bwa","33.50","42.72","55.19","0.94","246.9K","216.0K","+12.8%","+51.3%","1.12B","26.3M","25.8M","0.60","1.40%","none","42.27","2.73","0.70","90.24","0.90","1.01","15.65","0.47","2.37B","293.7M","71.8M","3.0%","6.1%","Dec 31","none","none","2.59%","6.55%","0.84","0.66","38.6M","1.81M","7.0%","1.58M","6.59","275.0K"
