"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pfi","1.364","4.99","6.75","7,045","2,000","+109.1%","+180.5%","21.9M","4.39M","2.40M","none","5.36","0.61","0.54","4.59","1.32","0.93","8.19","1.09","20.2M","none","2.67M","13.3%","Dec 31","none","1.11%","12.32%","none","0","5.80M","0","0","4,000"
