"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"sra","16.85","19.14","25.50","282.6K","536.0K","-19.2%","+8.4%","17.4B","906.8M","372.0M","none","none","2.38","0.37","0.07","1.50","1.78","8.05","52.30","12.72","1.36B","438.7M","331.1M","24.3%","25.0%","Dec 31","none","12.06%","16.34%","4.42","0.03","1.61B","194.0K","0.1%","698.0K","0.75","259.0K","0.025"
