"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"iubc","13.333","16.40","18.75","0.14","2,182","3,000","+14.8%","+54.0%","101.5M","6.19M","4.60M","0.66","4.02%","13.63","1.75","0.46","14.17","7.06","1.20","9.39","1.16","87.5M","none","10.8M","12.3%","Dec 31","none","none","0.90%","13.60%","none","0.06","0","0","2,000","2,000"
