"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cbz","3.99","5.45","9.05","20.9K","17.0K","-14.2%","-1.5%","220.3M","40.4M","8.60M","0.05","0.92%","none","5.54","-0.81","-0.09","27.96","0.78","0.98","none","0.20","947.1M","none","-26.2M","-2.8%","-1.9%","Dec 31","none","-4.78%","-13.34%","none","0.06","31.4M","18.0K","0.2%","5,000","1.50","12.0K"
