"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"afc","38.30","39.00","74.25","0.73","298.7K","389.0K","-38.1%","-17.0%","2.06B","52.8M","41.7M","0.25","0.64%","none","47.40","2.45","0.59","none","9.14","0.82","15.94","none","none","none","130.4M","none","5.4%","Dec 31","none","none","0.45%","5.34%","none","0.11","0","516.0K","1.2%","176.0K","2.50","206.0K"
