"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"aanb","8.125","13.50","15.10","0.39","3,682","3,000","+56.5%","+109.9%","29.4M","2.18M","1.40M","0.48","3.56%","8.51","1.31","0.33","6.04","5.01","1.59","10.27","2.23","13.0M","none","2.84M","21.8%","Dec 31","none","1.75%","16.30%","none","0.09","10.9M","1,000","0.1%","1,000","0.25","4,000"
