"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"elne.ob","1.01","1.24","2.00","6,000","-33.0%","-32.2%","3.60M","2.90M","400.0K","none","none","-0.25","-6.64","-0.34","0.01","0.00","none","none","99.31","11.0K","-3.48M","-4.19M","none","none","Oct 31","none","-985.30%","none","0.01","none","6,000","none"
