"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ic","4.66","6.96","13.625","135.0K","415.0K","-29.1%","-4.9%","1.09B","157.1M","66.0M","none","none","10.20","0.76","0.21","10.44","2.03","0.68","9.16","0.67","1.64B","none","119.5M","7.3%","Mar 31","none","0.76%","7.61%","none","6.79","318.7M","337.0K","0.5%","272.0K","4.16","81.0K","5"
