"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"knk","19.75","26.00","26.90","0.38","1,000","1,000","+31.6%","+76.5%","31.4M","1.21M","1.00M","0.48","1.85%","none","32.60","2.11","0.60","25.64","10.91","0.80","12.33","1.01","32.6M","none","2.68M","8.2%","40.5%","Dec 31","none","0.59%","6.94%","none","none","13.1M","1,000","0.1%","0","1.00","1,000"
