"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"ufbc.ob","7.593","10.25","10.25","0","0","+35.0%","+81.0%","10.3M","1.00M","300.0K","none","9.08","1.39","0.23","5.84","2.47","1.13","7.36","1.76","5.85M","none","1.39M","23.7%","Dec 31","none","1.95%","16.53%","none","0","2.48M","none"
