"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"lxbk","10.375","13.25","15.75","0.26","2,136","1,000","-1.9%","+31.6%","111.8M","8.44M","8.00M","0.56","4.23%","9.08","1.01","0.26","none","3.93","1.46","13.05","none","none","none","8.56M","none","Dec 31","none","none","1.07%","11.44%","none","0","0","0","3,000","1,000"
