"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"jpm","29.04","35.36","57.33","7.95M","7.55M","-28.7%","-14.7%","70.2B","1.99B","1.97B","1.36","3.85%","none","20.81","1.33","0.22","none","12.18","1.70","26.61","none","none","none","2.70B","none","Dec 31","none","none","0.39%","6.65%","none","0.96","22.3B","17.3M","0.9%","18.8M","2.54","6.80M"
