"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"myk","7.20","10.60","17.25","66.0K","+40.4%","+42.1%","418.7M","39.5M","6.70M","none","none","7.38","-1.18","-0.54","8.34","2.23","1.44","none","1.27","279.1M","4.74M","-40.6M","-14.5%","-3.3%","Dec 31","none","-14.20%","-17.00%","8.03","0","81.1M","87.0K","1.3%","147.0K","0.45","194.0K"
