"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pker.ob","0.063","0.20","0.56","10.6K","15.0K","-20.0%","+7.3%","3.39M","16.9M","15.1M","none","0.04","0.01","0.00","0.08","0.01","4.88","40.00","2.48","1.41M","229.0K","102.0K","7.2%","13.9%","Dec 31","none","9.71%","17.89%","1.28","0","164.0K","none"
