"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"xom","35.01","39.45","47.344","9.41M","9.70M","-14.3%","+14.9%","271.1B","6.87B","6.82B","0.92","2.33%","10.62","2.48","0.46","33.10","1.35","3.71","15.88","1.19","230.6B","38.5B","17.3B","7.5%","12.8%","Dec 31","none","none","11.68%","24.43%","1.16","0.15","0","30.1M","0.4%","27.9M","3.53","8.52M"
